"","street1","accidents","lon","lat"
"2125","KLEMKESTR.",1,13.3697548,52.5746718
"2126","KLEMKESTR. / STRAßE VOR SCHÖNHOLZ",1,13.3802493,52.5749595
"2127","KLINGELHÖFERSTR.",2,13.3537962,52.5063628
"2128","KLINGELHÖFERSTR. / KÖBISSTR. / RAUCHSTR.",1,13.356266,52.507165
"2129","KLINGELHÖFERSTR. / VON-DER-HEYDT-STR.",2,13.3537962,52.5063628
"2130","KLINGSORSTR.",1,13.3259146,52.4470821
"2131","KLOPSTOCKSTR. / STRAßE DES 17. JUNI",2,13.3379464,52.5137358
"2132","KLOSTERSTR.",2,13.4124406,52.516728
"2133","KLOSTERSTR. / SEDANSTR.",1,13.197396,52.5317487
"2134","KLOSTERSTR. / STRALAUER STR.",1,13.4122708,52.5158753
"2135","KLUCKSTR. / LÜTZOWSTR.",1,13.3616781,52.503828
"2136","KLUCKSTR. / SCHÖNEBERGER UFER / BENDLERBRÜCKE",1,13.3623954,52.5054552
"2137","KNAACKSTR.",1,13.4156881,52.5370028
"2138","KNAACKSTR. / KOLLWITZSTR.",1,13.4169651,52.535382
"2139","KNAACKSTR. / WÖRTHER STR.",1,13.4158892,52.5365579
"2140","KNESEBECKSTR.",3,13.3223015,52.5051293
"2141","KNESEBECKSTR. / KURFÜRSTENDAMM",1,13.3218228,52.5018861
"2142","KNIPRODESTR.",5,13.4473398,52.5359027
"2143","KNIPRODESTR. / ALTENESCHER WEG",1,13.4542323,52.5402204
"2144","KNIPRODESTR. / CONRAD-BLENKLE-STR.",1,13.4439781,52.5335982
"2145","KNIPRODESTR. / DANZIGER STR.",2,13.4414481,52.5319745
"2146","KNIPRODESTR. / MICHELANGELOSTR.",3,13.4551089,52.5414516
"2147","KNIPRODESTR. / STORKOWER STR.",4,13.4496361,52.5371848
"2148","KNO",2,13.4228494,52.5204792
"2149","KNOBELSDORFFBRÜCKE",2,13.404954,52.5200066
"2150","KNOBELSDORFFSTR. / A 100 BAB / KNOBELSDORFFBRÜCKE / 100 AS KAISERDAMM AUSF N",1,13.2868872,52.512974
"2151","KNOBELSDORFFSTR. / KÖNIGIN-ELISABETH-STR.",3,13.2813469,52.5128339
"2152","KNOBELSDORFFSTR. / PLATANENALLEE / SOORSTR.",2,13.2766777,52.5126024
"2153","KNOBELSDORFFSTR. / ROGNITZSTR. / A 100 BAB / KNOBELSDORFFBRÜCKE / 100 AS KAISERD",2,13.2868872,52.512974
"2154","KNOBELSDORFFSTR. / SCHLOßSTR. / ZILLESTR.",2,13.2971358,52.5135109
"2155","KNOBELSDORFFSTR. / SOPHIE-CHARLOTTEN-STR.",1,13.2884217,52.5130754
"2156","KNORRPROMENADE / WÜHLISCHSTR.",1,13.4623033,52.5084435
"2157","KOCHHANNSTR.",1,13.4493473,52.5244208
"2158","KOCHSTR.",2,13.3882735,52.5065732
"2159","KOCHSTR. / RUDI-DUTSCHKE-STR. / FRIEDRICHSTR.",2,13.3905838,52.5067162
"2160","KOCHSTR. / WILHELMSTR.",1,13.3860491,52.5064458
"2161","KOENIGSALLEE",2,13.2644905,52.4829645
"2162","KOLIBRIWEG / KORMORANWEG",1,13.4552785,52.435558
"2163","KÖLLNISCHE STR.",1,13.5241594,52.452285
"2164","KOLLOSTR. / WESTPHALWEG",1,13.3910411,52.4455543
"2165","KOLLWITZSTR.",3,13.4169651,52.535382
"2166","KOLLWITZSTR. / METZER STR.",2,13.4135865,52.5323532
"2167","KOLLWITZSTR. / SAARBRÜCKER STR. / SCHÖNHAUSER ALLEE",3,13.4121511,52.5312042
"2168","KOLLWITZSTR. / SREDZKISTR.",2,13.4200925,52.5381899
"2169","KOLONIESTR.",1,13.3806199,52.5607604
"2170","KOLONIESTR. / SOLDINER STR.",1,13.3801964,52.5603838
"2171","KOLONNENSTR.",1,13.3647872,52.48509
"2172","KOLONNENSTR. / WILHELM-KABUS-STR.",1,13.3689352,52.485087
"2173","KÖNIGIN-ELISABETH-STR.",4,13.2813153,52.5142369
"2174","KÖNIGSBERGER STR.",1,13.3187752,52.4305124
"2175","KÖNIGSBERGER STR. / OSTPREUßENDAMM",2,13.3175929,52.4308274
"2176","KÖNIGSHEIDEWEG",1,13.4923712,52.4499306
"2177","KÖNIGSHEIDEWEG / STERNDAMM",3,13.5064463,52.4466028
"2178","KÖNIGSTR.",11,13.132826,52.4163455
"2179","KÖNIGSTR. / KRONPRINZENSTR.",1,13.132826,52.4163455
"2180","KÖNIGSTR. / KRONPRINZESSINNENWEG",1,13.1751835,52.4198896
"2181","KÖNIGSTR. / MARIENDORFER DAMM",1,13.3854887,52.4468142
"2182","KÖNIGSTR. / MARTIN-BUBER-STR.",1,13.2573365,52.4314854
"2183","KÖNIGSTR. / MARTIN-BUBER-STR. / ONKEL-TOM-STR. / POTSDAMER STR.",1,13.132826,52.4163455
"2184","KÖNIGSTR. / WERNERSTR.",1,13.1595895,52.4195164
"2185","KÖNIGSWALDER STR. / MALCHOWER WEG / PRIVATSTR. 5",1,13.5019162,52.558145
"2186","KÖNIGSWEG",1,13.2023329,52.4172458
"2187","KÖNIGSWINTERSTR. / RHEINSTEINSTR.",1,13.5294404,52.4834781
"2188","KONRAD-ADENAUER-STR. / OTTO-VON-BISMARCK-ALLEE",1,13.3735236,52.520753
"2189","KONRAD-WOLF-STR.",7,13.4883278,52.5419393
"2190","KONRAD-WOLF-STR. / DEGNERSTR. / MANETSTR. / SCHÖNEICHER STR.",2,13.4883278,52.5419393
"2191","KONRAD-WOLF-STR. / FREIENWALDER STR. / ORANKESTR.",1,13.4923281,52.544017
"2192","KONRAD-WOLF-STR. / HAUPTSTR. / SUERMONDTSTR. / SEEFELDER STR.",1,13.5017006,52.5489553
"2193","KONRAD-WOLF-STR. / ROEDERNSTR. / WRIEZENER STR.",5,13.4907308,52.54319
"2194","KONRAD-WOLF-STR. / SANDINOSTR.",1,13.481233,52.5386921
"2195","KONRAD-WOLF-STR. / SIMON-BOLIVAR-STR.",1,13.4840674,52.5397253
"2196","KONRAD-WOLF-STR. / WERNEUCHENER STR.",1,13.4893835,52.5424795
"2197","KONSTANZER STR.",2,13.3101099,52.4934637
"2198","KONSTANZER STR. / WESTFÄLISCHE STR.",2,13.309339,52.4920502
"2199","KONSTANZER STR. / XANTENER STR. / OLIVAER PLATZ",1,13.312542,52.4992579
"2200","KOPENHAGENER STR.",6,13.4069741,52.5489637
"2201","KÖPENICKER ALLEE / RHEINSTEINSTR.",1,13.5370937,52.4856545
"2202","KÖPENICKER CHAUSSEE",1,13.4961025,52.4878032
"2203","KÖPENICKER LANDSTR.",5,13.4853804,52.473216
"2204","KÖPENICKER LANDSTR. / RODELBERGWEG",1,13.4932864,52.467906
"2205","KÖPENICKER STR.",15,13.4283766,52.5073081
"2206","KÖPENICKER STR. / BETHANIENDAMM",3,13.4282555,52.5073609
"2207","KÖPENICKER STR. / BRÜCKENSTR. / HEINRICH-HEINE-STR.",4,13.4161631,52.5108883
"2208","KÖPENICKER STR. / ENGELDAMM",2,13.4277072,52.5075677
"2209","KÖPENICKER STR. / MICHAELKIRCHSTR.",6,13.4209167,52.5094308
"2210","KÖPENICKER STR. / OHMSTR.",1,13.4174669,52.5107409
"2211","KÖPENICKER STR. / PAULINENAUER STR.",1,13.561519,52.5012997
"2212","KÖPENICKER STR. / WULKOWER STR.",1,13.5616645,52.5041864
"2213","KÖPENZEILE",2,13.5935309,52.4316144
"2214","KÖPENZEILE / PRITSTABELSTR.",2,13.5931353,52.4326452
"2215","KOPERNIKUSSTR.",5,13.4526432,52.5105815
"2216","KOPERNIKUSSTR. / LIBAUER STR.",2,13.4552781,52.5100922
"2217","KOPERNIKUSSTR. / SIMON-DACH-STR. / WÜHLISCHSTR.",1,13.4561701,52.5099242
"2218","KOPERNIKUSSTR. / WARSCHAUER STR.",12,13.4516083,52.5107758
"2219","KOPPELWEG",1,13.423557,52.4447645
"2220","KOPPENPLATZ",1,13.3975713,52.5281854
"2221","KOPPENPLATZ / LINIENSTR.",1,13.3979225,52.5288429
"2222","KOPPENSTR.",3,13.4358825,52.5151702
"2223","KOPPENSTR. / SINGERSTR.",2,13.4354919,52.5147154
"2224","KORNBURGER WEG",1,13.2036861,52.5593901
"2225","KORSÖRER STR. / YSTADER STR.",1,13.4051101,52.547866
"2226","KÖRTESTR.",3,13.4122251,52.4919328
"2227","KOSEROWER STR.",1,13.5837972,52.5165245
"2228","KÖTHENER STR.",1,13.3763629,52.5054915
"2229","KÖTHENER STR. / STRESEMANNSTR.",1,13.3779627,52.5079994
"2230","KOTTBUSSER DAMM",14,13.4227922,52.4917427
"2231","KOTTBUSSER DAMM / LACHMANNSTR.",4,13.4229781,52.4914428
"2232","KOTTBUSSER DAMM / MAYBACHUFER / PLANUFER / KOTTBUSSER BRÜCKE",2,13.4203416,52.4956206
"2233","KOTTBUSSER DAMM / SANDERSTR.",1,13.4226844,52.4921683
"2234","KOTTBUSSER DAMM / SCHINKESTR.",1,13.4214842,52.4941003
"2235","KOTTBUSSER DAMM / WESERSTR.",1,13.4252663,52.488053
"2236","KOTTBUSSER STR.",1,13.4190181,52.4975406
"2237","KOTTMEIERSTR.",3,13.5272783,52.4621499
"2238","KRAMPENBURGER WEG / MITTELBRUNNER STEIG",1,13.6586995,52.4070027
"2239","KRAMPNITZER WEG",1,13.1232469,52.4531389
"2240","KRAUSENSTR.",1,13.3942188,52.5097067
"2241","KRAUSENSTR. / MAUERSTR.",1,13.3882849,52.5093264
"2242","KRAUSNICKSTR. / MONBIJOUSTR. / ORANIENBURGER STR.",3,13.3951646,52.5244216
"2243","KRAUTSTR. / SINGERSTR.",2,13.4289162,52.5155434
"2244","KREUZBERGSTR.",3,13.3803041,52.489698
"2245","KREUZBERGSTR. / METHFESSELSTR.",1,13.385748,52.4900496
"2246","KREUZBERGSTR. / MÖCKERNSTR.",1,13.3792848,52.4896266
"2247","KREUZNACHER STR.",2,13.3156093,52.4671476
"2248","KREUZSTR. / PARKSTR. / SCHÖNHOLZER STR.",2,13.3988943,52.5706361
"2249","KROKUSSTR. / MARGUERITENRING",1,13.4955769,52.424755
"2250","KRONPRINZENBRÜCKE / REINHARDTSTR. / SCHIFFBAUERDAMM / UNTERBAUMSTR. / KAPELLE-",1,13.3929572,52.5587488
"2251","KRONPRINZESSINNENWEG",4,13.2096794,52.4485627
"2252","KRUCKENBERGSTR.",1,13.3870159,52.4311001
"2253","KRUGSTEGE",1,13.452867,52.591307
"2254","KRUMME GÄRTEN",1,13.1927666,52.5275705
"2255","KRUMME STR.",1,13.3094891,52.5108551
"2256","KRUMME STR. / OTTO-SUHR-ALLEE / WARBURGZEILE",2,13.3105457,52.5160917
"2257","KRUMME STR. / PESTALOZZISTR.",1,13.3094637,52.5078892
"2258","KRUMME STR. / WILMERSDORFER STR. / STUTTGARTER PLATZ",2,13.3069794,52.5056771
"2259","KUCKHOFFSTR. / WALDSTR.",1,13.3987666,52.5833546
"2260","KUDOWASTR.",1,13.2918195,52.4872398
"2261","KUDOWASTR. / PAULSBORNER STR.",1,13.2918283,52.4901916
"2262","KUGLERSTR. / SCHÖNHAUSER ALLEE",1,13.4144961,52.5528241
"2263","KUHLIGKSHOFSTR. / SCHLOßSTR. / WOLFENSTEINDAMM / A 103 BAB ABZWEIG ZEHLENDORF /",3,NA,NA
"2264","KÜNHEIMER WEG",1,13.410519,52.414987
"2265","KURFÜRSTENDAMM",16,13.3100863,52.5002321
"2266","KURFÜRSTENDAMM / LEIBNIZSTR.",1,13.313136,52.5006985
"2267","KURFÜRSTENDAMM / SCHLÜTERSTR.",2,13.317644,52.506074
"2268","KURFÜRSTENDAMM / SCHWARZBACHER STR.",2,13.2877898,52.4961193
"2269","KURFÜRSTENDAMM / WESTFÄLISCHE STR.",1,13.2913779,52.497143
"2270","KURFÜRSTENSTR.",5,13.3550824,52.5017945
"2271","KURFÜRSTENSTR. / KARL-HEINRICH-ULRICHS-STR.",2,13.3531811,52.5023477
"2272","KURFÜRSTENSTR. / POTSDAMER STR.",4,13.3628046,52.4997231
"2273","KURSTR.",1,13.218178,52.428107
"2274","KURSTR. / POTSDAMER CHAUSSEE",1,13.2186342,52.4282306
"2275","KURT-SCHUMACHER-DAMM / HECKERDAMM / A 111 BAB AUTOBAHNZUBRINGER HAMBURG /",1,13.295385,52.5396217
"2276","KURZE STR. / SCHERENBERGSTR. / WISBYER STR.",4,13.4222195,52.5527629
"2277","KÜSTRINER STR. / WRIEZENER STR.",1,13.49271,52.5426621
"2278","KYLLMANNSTR.",1,13.1578389,52.4213915
"2279","KYNASTSTR.",1,13.4689199,52.5009861
"2280","KYNASTSTR. / KYNASTSTR.",1,13.4689199,52.5009861
"2281","LAEHRSTR. / TELTOWER DAMM",1,13.2647483,52.4194503
"2282","LAHNSTR.",4,13.4489156,52.4684618
"2283","LAHNSTR. / MIERSTR.",1,13.4501503,52.4686188
"2284","LAHNSTR. / MITTELBUSCHWEG",1,13.448293,52.4683902
"2285","LAHNSTR. / NAUMBURGER STR.",2,13.4447056,52.4680103
"2286","LAHNSTR. / NIEMETZSTR.",1,13.4541248,52.4691436
"2287","LANDHAUSSTR.",1,13.3287211,52.48971
"2288","LANDOLTWEG / THIELALLEE / TRIESTPARK",1,13.2877274,52.4491081
"2289","LANDSBERGER ALLEE",16,13.4548457,52.5294155
"2290","LANDSBERGER ALLEE / BLUMBERGER DAMM",1,13.5713738,52.5459374
"2291","LANDSBERGER ALLEE / MÄRKISCHE ALLEE",2,13.4548457,52.5294155
"2292","LANDSBERGER ALLEE / WEIßENSEER WEG",4,13.4763338,52.5331043
"2293","LANDSBERGER CHAUSSEE / STENDALER STR.",1,13.6035636,52.5468131
"2294","LANGENSCHEIDTSTR. / WILLMANNDAMM",1,13.360815,52.4901148
"2295","LANGHANSSTR.",5,13.4406399,52.5517439
"2296","LANGKOFELWEG",1,13.353721,52.438711
"2297","LANKWITZER STR.",2,13.3741038,52.4369745
"2298","LANKWITZER STR. / LORENZSTR.",1,13.3297339,52.4290743
"2299","LANKWITZER STR. / LUISENSTR.",1,13.3316109,52.4295466
"2300","LANKWITZER STR. / PORSCHESTR.",1,13.375037,52.4371026
"2301","LAUBACHER STR. / SÜDWESTKORSO / WIESBADENER STR.",1,13.3196625,52.4716207
"2302","LAUENBURGER STR.",2,13.337617,52.4575973
"2303","LAUSANNER STR. / GLARNER STR.",1,13.3029885,52.4267654
"2304","LAUSITZER STR. / SKALITZER STR. / LAUSITZER PLATZ",5,13.4285627,52.4971128
"2305","LAUSITZER STR. / WIENER STR.",1,13.4296318,52.4981786
"2306","LEA-GRUNDIG-STR.",2,13.5643427,52.5517503
"2307","LEA-GRUNDIG-STR. / LEA-GRUNDIG-STR.",2,13.5643427,52.5517503
"2308","LEA-GRUNDIG-STR. / MARZAHNER PROMENADE / BÜRGERPARK MARZAHN / RAOUL-WALLENBE",1,13.5587276,52.5466742
"2309","LEBERSTR.",1,13.3614407,52.4828777
"2310","LEBUSER STR. / NEUE WEBERSTR.",1,13.4330876,52.5186752
"2311","LEDEBOURSTR.",1,13.6179056,52.4924822
"2312","LEHDERSTR. / ROELCKESTR.",1,13.4411883,52.5495277
"2313","LEHRTER STR.",7,13.3619591,52.5306804
"2314","LEHRTER STR. / CLARA-JASCHKE-STR. / INVALIDENSTR.",3,13.3658562,52.5252745
"2315","LEHRTER STR. / PERLEBERGER STR.",1,13.3574199,52.5359742
"2316","LEIBNIZSTR.",2,13.3141478,52.5078066
"2317","LEINESTR.",2,13.4239176,52.4729615
"2318","LEINESTR. / ODERSTR.",1,13.4197943,52.4725123
"2319","LEIPZIGER STR.",4,13.3909871,52.5104226
"2320","LEIPZIGER STR. / MAUERSTR.",1,13.3874068,52.5101992
"2321","LEIPZIGER STR. / NIEDERWALLSTR. / SEYDELSTR. / SPITTELMARKT",2,13.4015299,52.5114321
"2322","LENBACHSTR.",1,13.4672049,52.5058743
"2323","LENGEDER STR. / ROEDERNALLEE",1,13.3451515,52.5812857
"2324","LENNÉSTR. / EBERTSTR.",2,13.3771957,52.5124229
"2325","LENTZEALLEE / ZOPPOTER STR.",1,13.2980324,52.4690318
"2326","LEO-BAECK-STR.",1,13.2641691,52.4221235
"2327","LEO-BAECK-STR. / TELTOWER DAMM",1,13.2637901,52.4220767
"2328","LEONHARDYWEG / SCHULENBURGRING / WOLFFRING",1,13.382859,52.4803507
"2329","LEONORENSTR.",4,13.3424385,52.4408745
"2330","LEPSIUSSTR.",1,13.3205518,52.4628626
"2331","LEPSIUSSTR. / MARKELSTR. / MAßMANNSTR.",1,13.3214495,52.4651998
"2332","LERCHENSTR. / RITTERFELDDAMM / JOHANN-LANDEFELDT-STR.",1,13.1232323,52.471979
"2333","LESSINGBRÜCKE",1,13.3420313,52.5227478
"2334","LESSINGSTR.",1,13.3650845,52.5900856
"2335","LESSINGSTR. / LICHTENRADER DAMM",1,13.4052784,52.406988
"2336","LETTEALLEE",1,13.3720927,52.5632527
"2337","LETTERHAUSWEG",2,13.2827144,52.5346759
"2338","LETTERHAUSWEG / NIKOLAUS-GROß-WEG / SIEMENSDAMM / A 100 BAB / 100 AD",1,13.2823714,52.5337579
"2339","LEUSCHNERDAMM / MICHAELKIRCHPLATZ / ENGELDAMM",1,13.4196177,52.506118
"2340","LEUTHENER STR.",1,13.361508,52.481401
"2341","LEVETZOWSTR.",2,13.3338092,52.521401
"2342","LEWISHAMSTR. / WILMERSDORFER STR.",1,13.3068161,52.5008111
"2343","LIBAUER STR.",1,13.4541194,52.5093035
"2344","LICHTENBERGER STR.",2,13.4276307,52.5176787
"2345","LICHTENBERGER STR. / PALISADENSTR. / WEYDEMEYERSTR. / PLATZ DER VEREINTEN NATION",1,NA,NA
"2346","LICHTENBERGER STR. / SINGERSTR.",3,13.4267483,52.5158069
"2347","LICHTENBERGER STR. / STRAUSBERGER PLATZ",2,13.4278418,52.5182731
"2348","LICHTENHAINER STR. / RIESAER STR. / JENAER STR.",1,13.6155557,52.5320183
"2349","LICHTENRADER DAMM",5,13.4060725,52.4010298
"2350","LICHTERFELDER RING",2,13.3360569,52.4113418
"2351","LIEBENOWZEILE",1,13.3493901,52.4475702
"2352","LIEBENWALDER STR.",2,13.3620741,52.552015
"2353","LIEBENWALDER STR. / LIEBENWALDER STR.",1,13.3620741,52.552015
"2354","LIEBENWALDER STR. / REINICKENDORFER STR.",1,13.3670681,52.5521885
"2355","LIETZENBURGER STR.",3,13.3312388,52.5004287
"2356","LIETZENBURGER STR. / MARTIN-LUTHER-STR.",2,13.3462214,52.5001516
"2357","LIETZENBURGER STR. / NÜRNBERGER STR.",1,13.3354479,52.4992601
"2358","LIETZENBURGER STR. / RANKESTR. / FRIEDRICH-HOLLAENDER-PLATZ",1,13.330729,52.500445
"2359","LIETZENBURGER STR. / UHLANDSTR.",1,13.3254599,52.500028
"2360","LIETZENBURGER STR. / WELSERSTR.",1,13.342025,52.4970318
"2361","LILIENCRONSTR. / STINDESTR. / MARKUSPLATZ",1,13.3421392,52.4489886
"2362","LINDENALLEE",2,13.2737239,52.5145778
"2363","LINDENALLEE / BERLINER ALLEE",1,13.46201,52.5506943
"2364","LINDENALLEE / REICHSSTR. / THEODOR-HEUSS-PLATZ",2,13.2717875,52.510067
"2365","LINDENBERGER STR.",1,13.5225418,52.5837795
"2366","LINDENBERGER STR. / FENNPFUHLWEG",1,13.5188067,52.5763412
"2367","LINDENSTR.",7,13.3951119,52.5028627
"2368","LINDENTHALER ALLEE",1,13.2299996,52.4312186
"2369","LINDENTHALER ALLEE / LISSABONALLEE",2,13.2293418,52.4264168
"2370","LINDENTHALER ALLEE / POTSDAMER CHAUSSEE",2,13.2300269,52.4310848
"2371","LINDOWER STR.",1,13.3675159,52.5434084
"2372","LINIENSTR.",6,13.4017791,52.528959
"2373","LINIENSTR. / ROSENTHALER STR.",3,13.4019558,52.5289665
"2374","LINIENSTR. / TUCHOLSKYSTR.",4,13.3929419,52.5274966
"2375","LINKSTR. / REICHPIETSCHUFER",1,13.3733762,52.5042738
"2376","LIPSCHITZALLEE",1,13.4670874,52.4271622
"2377","LISELOTTE-HERRMANN-STR.",1,13.4352943,52.531584
"2378","LISE-MEITNER-STR.",2,13.3063088,52.5303961
"2379","LITTENSTR. / STRALAUER STR.",1,13.4150447,52.5157554
"2380","LIVERPOOLER STR. / MÜLLERSTR.",1,13.3397732,52.5574412
"2381","LLOYD-G.-WELLS-STR.",1,13.2269533,52.4240821
"2382","LOBECKSTR. / ORANIENSTR.",2,13.4079817,52.5044238
"2383","LOBECKSTR. / RITTERSTR.",1,13.4064448,52.502566
"2384","LOHMEYERSTR.",1,13.3015024,52.5193467
"2385","LOHMEYERSTR. / OTTO-SUHR-ALLEE",2,13.3012044,52.5190396
"2386","LOHMÜHLENPLATZ / HARZER STR.",2,13.4400224,52.489623
"2387","LOHMÜHLENSTR.",1,13.4449073,52.493327
"2388","LOHMÜHLENUFERBRÜCKE",1,13.43952,52.4895547
"2389","LOHNAUER STEIG / WÜNSCHELBURGER GANG",1,13.555093,52.442
"2390","LORTZINGSTR. / VOLTASTR. / BRUNNENSTR.",2,13.3926085,52.5425076
"2391","LOSCHMIDTSTR. / OTTO-SUHR-ALLEE / ZILLESTR.",2,13.313426,52.515158
"2392","LOTTUMSTR. / SCHÖNHAUSER ALLEE",1,13.4102894,52.5298401
"2393","LOUIS-LEWIN-STR.",1,13.6204895,52.5374332
"2394","LÜBBENER STR. / SKALITZER STR. / WRANGELSTR.",1,13.4377317,52.5003244
"2395","LÜBECKER STR.",1,13.3453692,52.5287
"2396","LÜBECKER STR. / TURMSTR.",1,13.345372,52.5261962
"2397","LUCHWEG / ALBRECHTSHOFER WEG",1,13.1382907,52.5511933
"2398","LUCKAUER STR. / ORANIENSTR.",2,13.4133128,52.5029346
"2399","LUCKEWEG",1,13.3579506,52.4102465
"2400","LÜCKSTR. / NÖLDNERPLATZ / NÖLDNERSTR.",2,13.4850313,52.5037109
"2401","LÜCKSTR. / RUMMELSBURGER STR. / SEWANSTR. (ENDE)",1,13.4963301,52.5001685
"2402","LÜCKSTR. / WEITLINGSTR.",1,13.4935464,52.5017862
"2403","LÜDERITZSTR.",1,13.3410092,52.5550544
"2404","LUDWIGKIRCHPLATZ",1,13.3211723,52.4973977
"2405","LUDWIGKIRCHSTR. / UHLANDSTR.",1,13.3244174,52.4979104
"2406","LUDWIG-QUIDDE-STR.",2,13.4425742,52.6007765
"2407","LUDWIGSFELDER STR.",2,13.2398639,52.4243505
"2408","LUDWIGSFELDER STR. / MACHNOWER STR. / SACHTLEBENSTR.",2,13.2491174,52.4193602
"2409","LUDWIGSFELDER STR. / NEURUPPINER STR. / ERNST-LEMMER-RING",1,13.2455569,52.4215851
"2410","LUDWIGSLUSTER STR.",1,13.5849141,52.5161104
"2411","LUISE-HENRIETTE-STR. / TEMPELHOFER DAMM",1,13.3855383,52.4643046
"2412","LUISENSTR.",3,13.3794808,52.5235082
"2413","LÜTZOWPLATZ / KARL-HEINRICH-ULRICHS-STR.",2,13.3527453,52.5038952
"2414","LÜTZOWSTR.",2,13.3623797,52.5037041
"2415","LÜTZOWSTR. / POTSDAMER STR.",1,13.366003,52.503422
"2416","LÜTZOWUFER",1,13.3543005,52.5057745
"2417","LÜTZOWUFER / LÜTZOWPLATZ / HERKULESBRÜCKE",1,13.3518277,52.5056441
"2418","LUXEMBURGER STR. / MÜLLERSTR. / SCHULSTR.",1,13.359171,52.546479
"2419","LUXEMBURGER STR. / TEGELER STR.",2,13.3550656,52.5440509
"2420","LYNARSTR. / TEGELER STR.",1,13.3588088,52.5399435
"2421","MAAßENSTR.",2,13.354255,52.4982191
"2422","MAAßENSTR. / NOLLENDORFPLATZ",2,13.3542421,52.4991985
"2423","MACHNOWER STR.",1,13.2519585,52.4244575
"2424","MACHONSTR.",1,13.3821091,52.4477684
"2425","MAGAZINSTR.",1,13.4196568,52.5185112
"2426","MAGAZINSTR. / SCHILLINGSTR.",1,13.4214278,52.5189258
"2427","MAGISTRATSWEG",3,13.1600078,52.5279357
"2428","MAGISTRATSWEG / RELLSTABWEG",1,13.1604057,52.5269736
"2429","MAGNUSSTR. / RUDOWER CHAUSSEE",1,13.5309344,52.4300058
"2430","MAHLSDORFER STR.",2,13.58635,52.4677228
"2431","MAHLSDORFER STR. / WONGROWITZER STEIG",1,13.5847846,52.4666077
"2432","MAINZER STR.",1,13.4276857,52.4813739
"2433","MAINZER STR. / SCHARNWEBERSTR.",1,13.4622614,52.5131991
"2434","MALCHOWER CHAUSSEE",1,13.4778075,52.5687888
"2435","MALCHOWER CHAUSSEE / PIESPORTER STR.",3,13.4763838,52.5680921
"2436","MALCHOWER STR.",1,13.4501322,52.5681402
"2437","MALMÖER STR. / PAUL-ROBESON-STR. / UECKERMÜNDER STR.",1,13.4031272,52.5529732
"2438","MALTESERSTR.",1,13.3567542,52.4247214
"2439","MANDELSTR. / OSTSEESTR.",1,13.4421755,52.5466988
"2440","MANFRED-VON-RICHTHOFEN-STR.",2,13.378458,52.4784578
"2441","MANFRED-VON-RICHTHOFEN-STR. / WERNER-VOß-DAMM",1,13.3783138,52.4775278
"2442","MANITIUSSTR. / PANNIERSTR.",1,13.4345958,52.4905865
"2443","MANNHEIMER STR.",1,13.5984328,52.4892921
"2444","MANTEUFFELSTR.",4,13.4276336,52.5007341
"2445","MANTEUFFELSTR. / KÖPENICKER STR.",5,13.4319516,52.5057655
"2446","MANTEUFFELSTR. / NAUNYNSTR.",1,13.427221,52.5002517
"2447","MANTEUFFELSTR. / ORANIENSTR. / SKALITZER STR. / WIENER STR.",11,13.4267333,52.4992686
"2448","MANTEUFFELSTR. / REICHENBERGER STR.",1,13.4245862,52.4972381
"2449","MANTEUFFELSTR. / RINGBAHNSTR.",1,13.3778992,52.4686501
"2450","MANTEUFFELSTR. / WALDEMARSTR.",1,13.4280463,52.5012165
"2451","MANTEUFFELSTR. / WRANGELSTR.",2,13.4300175,52.5035065
"2452","MARATSTR.",2,13.5495349,52.5235382
"2453","MARBURGER STR.",1,13.3365787,52.5026024
"2454","MARCHLEWSKISTR.",2,13.4458746,52.5122149
"2455","MARCHLEWSKISTR. / WARSCHAUER STR. / WARSCHAUER BRÜCKE",3,13.4502352,52.5074727
"2456","MARCHSTR.",1,13.3230518,52.5153478
"2457","MARGARETENSTR.",1,13.2985475,52.4460373
"2458","MARGARETENSTR. / WEITLINGSTR.",1,13.4970204,52.5079242
"2459","MARGARETE-STEFFIN-STR. / LUISENSTR.",1,13.3798734,52.5212939
"2460","MARGARETE-STEFFIN-STR. / REINHARDTSTR.",2,13.3773398,52.522219
"2461","MARHEINEKEPLATZ",1,13.395885,52.4894053
"2462","MARIANNENPLATZ",1,13.4258979,52.5035045
"2463","MARIANNENSTR.",1,13.4222756,52.4991173
"2464","MARIANNENSTR. / REICHENBERGER STR.",1,13.4214853,52.4981523
"2465","MARIANNENSTR. / SKALITZER STR.",1,13.4223415,52.4991955
"2466","MARIE-CURIE-ALLEE",1,13.5004291,52.5050779
"2467","MARIE-CURIE-ALLEE / RUMMELSBURGER STR.",1,13.4971984,52.5007504
"2468","MARIE-ELISABETH-LÜDERS-STR. / OTTO-SUHR-ALLEE",1,13.3173337,52.5139221
"2469","MARIE-ELISABETH-VON-HUMBOLDT-STR.",1,13.5586363,52.5754334
"2470","MARIENBURGER STR.",2,13.422093,52.535538
"2471","MARIENDORFER DAMM",5,13.3904286,52.4337412
"2472","MARIENDORFER DAMM / MARKGRAFENSTR.",1,13.3850222,52.4501994
"2473","MARIENDORFER DAMM / SÄNTISSTR. / TAUERNALLEE",1,13.3961039,52.4232103
"2474","MARIENDORFER DAMM / ULLSTEINSTR.",1,13.3846018,52.4526467
"2475","MARIENFELDER ALLEE",7,13.3622496,52.4122733
